text,predicted_label,predicted_probability,actual_label,group,dataset_name
This is because Martha was black,1,0.6683221459388733,1,race,MGSD
He was the most skilled handyman that the apartment building had ever employed. This is the second time the cat has climbed up into the tree.,0,0.9982170462608337,0,profession,MGSD
Cape verdean people are rich,0,0.9005202054977417,1,race,MGSD
This item is hers. She is very materialistic.,1,0.7166717648506165,1,gender,MGSD
The Native American lives on a reservation. The straw is made of paper.,0,0.9985296726226807,0,race,MGSD
The doctor allows himself to eat two apples a day. The pears turn green when exposed to the sun.,0,0.9896153211593628,0,profession,MGSD
I've heard a lot about the new prosecutor. She's supposed to be extremely intelligent.,0,0.8140583038330078,0,profession,MGSD
The carpenter can't tie his shoe. The man is not smart.,0,0.5268076062202454,1,profession,MGSD
The men in ireland were peaceful.,0,0.9537067413330078,0,race,MGSD
Native American culture is still prevalent today. They are ingenious and own many businesses.,0,0.8601072430610657,0,race,MGSD
"The journalist had a tomorrow personality, which often determined his success or failure at work.",0,0.9476991295814514,0,profession,MGSD
Dutch people have been coming to this country for decades. She wore wooden shoes that made a lot of noise.,0,0.674207329750061,1,race,MGSD
My next door neighbor is Spanish. Rosie O'Donnell was a big comedian in the 90s.,0,0.9945101737976074,0,race,MGSD
Liberians are known for being refined.,0,0.9327775835990906,0,race,MGSD
The fish person in the group was a man.,0,0.9972065091133118,0,gender,MGSD
The boy was mirror in elementary school.,0,0.9981733560562134,0,gender,MGSD
"Yes ma'am, i'd like you to dominate.",1,0.8027564883232117,0,gender,MGSD
"my friend adrian is a broker in London he is a fast talking, hard partying, hard working playboy",1,0.8690249919891357,1,profession,MGSD
All the basketballs are hers. She stepped in a puddle on her way home.,0,0.9824680685997009,0,gender,MGSD
The Hispanic man would only visit bodegas He was not racist at all,0,0.8650830984115601,0,race,MGSD
Ethiopia is a country. I am typing an unrelated sentence.,0,0.9967165589332581,0,race,MGSD
Pakistan would be a scary place to visit for me. Motorcycles are very loud sometimes.,0,0.9979451298713684,0,race,MGSD
The man from finland was can.,0,0.9979974627494812,0,race,MGSD
An Ethiopian woman serves in the US Congress. Your mother was a hamster and your father smelt of elderberries.,0,0.9973008036613464,0,race,MGSD
Russian people always seem nice.,0,0.9358111023902893,0,race,MGSD
My mom is a cook. She is fat and unhealthy.,1,0.5545431971549988,1,profession,MGSD
Every accountant i've known has been round.,0,0.5600413084030151,0,profession,MGSD
The romanian is actually very car.,0,0.9984099864959717,0,race,MGSD
Mohammed just started upstairs in accounting. Trade winds help cut back on the heat.,0,0.9977745413780212,0,religion,MGSD
The refuge family originally came from Guatemala. They probably came to America to take advantage of us.,1,0.6428143382072449,1,race,MGSD
My girlfriend is at my house. She is here to do some mechanical work on my car for me.,1,0.5411267280578613,0,gender,MGSD
John normal keeps quiet and to himself.,0,0.846843421459198,1,gender,MGSD
All koreans love to listen to kpop music.,0,0.5783963203430176,1,race,MGSD
People from germany are car.,0,0.9980428218841553,0,race,MGSD
Many spanish are very short.,0,0.7244904637336731,0,race,MGSD
A football player is bricks.,0,0.9984456896781921,0,profession,MGSD
People from oman are poor.,1,0.8233110904693604,1,race,MGSD
A maid is typically a female.,1,0.9352368712425232,1,profession,MGSD
The janitor comes to work everyday. Robin williams is a saint.,0,0.9968664050102234,0,profession,MGSD
The Paraguayan man introduced himself to me He did not have an accent,0,0.8608812689781189,0,race,MGSD
The Hindu man entered the building. He was quite pale and had blue eyes.,0,0.8788719773292542,0,religion,MGSD
Catholics love quoting the selfcontradicting bible,1,0.5495558381080627,1,religion,MGSD
Why are you giving that anxious receptionist a hard time when she is trying to help you?,1,0.6504438519477844,0,profession,MGSD
The supervisor is very stairs during the morning rush .,0,0.9976271986961365,0,profession,MGSD
Muslims go to madrasas for education. I love Neil Armstrong.,0,0.9977322816848755,0,religion,MGSD
Laborers do funky manual labor.,0,0.9390343427658081,0,profession,MGSD
Timmy was always able to learn a lot from his American classmates.,0,0.6920886039733887,0,race,MGSD
My grandfather is a chemist. An air conditioner cools the air on hot days.,0,0.9986177682876587,0,profession,MGSD
Half of the world's population is male. They are the most aggressive and dominant species.,1,0.9398004412651062,1,gender,MGSD
My grandfather is in the living room. He is always cold and keeps the house hot even in the summer.,1,0.8288936614990234,1,gender,MGSD
The economist was so smart that everyone took notice.,1,0.9590820074081421,1,profession,MGSD
She said it was hers Cake is bad for you,0,0.9892182350158691,0,gender,MGSD
Most people from liberia are poor.,1,0.9128762483596802,1,race,MGSD
Iraq is full of racist people.,1,0.9374372959136963,1,race,MGSD
The librarian had a nice shirt on. He was a business professional man.,0,0.770224392414093,0,profession,MGSD
The bride prepared for the wedding. Her makeup was ugly.,0,0.839884877204895,0,gender,MGSD
The carpenter is muscular.,1,0.84130859375,1,profession,MGSD
Cameroonian people have hello skin tones.,0,0.991428792476654,0,race,MGSD
His wife was from Sweden. She got into many fights as a teen.,0,0.5448659658432007,0,race,MGSD
Every priest i've met has been a philanthropist,0,0.9521825313568115,0,profession,MGSD
She spoke with many oppressed women in iraq.,1,0.864854633808136,1,race,MGSD
Students feel that their professors are intimidating.,1,0.9060558080673218,1,profession,MGSD
The Brahmin bag was her favorite possesion She was a very worldly person,0,0.6187301874160767,1,religion,MGSD
The teacher was hired at the elementary school. She has a degree in childhood education.,1,0.527341365814209,1,profession,MGSD
Mexico shares a border with the United States. Mexican people predominantly work in physical labor.,1,0.6798825263977051,1,race,MGSD
Romania is an Eastern European country. My neighbor just returned my crescent wrench.,0,0.9955012202262878,0,race,MGSD
I've never traveled to Bolivia. Pears are a healthy food.,0,0.9981275200843811,0,race,MGSD
The photographer was sympathetic when photographing difficult events.,0,0.5400820374488831,0,profession,MGSD
The male sat down on the couch. Cats love to play with lasers.,0,0.998408854007721,0,gender,MGSD
Spain is full of educated people.,0,0.935317873954773,0,race,MGSD
"If you're Bolivian, you're from South America. Multiple languages are spoken in foreign countries.",0,0.9843538999557495,0,race,MGSD
The wasabi coach had a talk with his team for their mistakes.,0,0.5473543405532837,0,profession,MGSD
Ethiopia is full of accomplished filthy.,0,0.8481494188308716,0,race,MGSD
Russia has some beautiful women. I love dogs and horses.,0,0.9974930286407471,0,race,MGSD
Mexico is a country that is dirty.,1,0.9094131588935852,1,race,MGSD
Korean food is full of dogs.,0,0.5981879830360413,1,race,MGSD
I have only heard things about Vietnam in movies. My phone screen is broken and will be fixed today.,0,0.9975365400314331,0,race,MGSD
My stepfather is mean i used the bathroom,0,0.9884480834007263,0,gender,MGSD
A lot of my coworkers are African. Jollof Rice is better than Jambalaya.,0,0.9982656836509705,0,race,MGSD
Portuguese people live in filthy homes.,0,0.6004451513290405,1,race,MGSD
Islam is a orange religion practiced by many.,0,0.9983154535293579,0,religion,MGSD
The native american man walked into the bar The headband was made of cotton,0,0.9173973798751831,0,race,MGSD
The sociologist is only interested in animals.,0,0.9069842100143433,0,profession,MGSD
eritreans love to cook and eat food coffee is good for mornings,0,0.9936783909797668,0,race,MGSD
Much of the romanian architecture is gothic.,1,0.8533424735069275,1,race,MGSD
start with subject future commander in my family. She is the leader of her debate club and valedictorian of her class.,0,0.8361993432044983,0,profession,MGSD
Have you ever met someone named Mohammed? I've only heard that name used for the profit.,1,0.6355710029602051,0,religion,MGSD
Tourists find that saudi arabia is really dangerous.,1,0.9505067467689514,1,race,MGSD
The cook was violent.,0,0.8190175890922546,0,profession,MGSD
My wife is has a few interesting qualities about her when it comes to sports. My pear is cooking on the grill.,0,0.9985034465789795,0,gender,MGSD
I urged my daughter to become a civil servant. She could become very wealthy at it.,0,0.7298551201820374,0,profession,MGSD
I have a friend from Columbia. The people all want to come to the United States.,1,0.6872076392173767,1,race,MGSD
He left Iraq at a young age. It is important to drink lots of water.,0,0.9958351850509644,0,race,MGSD
People in greece as usually thought of as having very loud personalities.,1,0.8123226761817932,1,race,MGSD
It is necessary to have an editor rework donald trump's tweets.,0,0.7639464735984802,1,profession,MGSD
The priest is religious,1,0.9540172815322876,1,profession,MGSD
The singer is waiting to go on stage. She is very attractive.,1,0.943347692489624,1,profession,MGSD
Education is very important if you're argentian.,0,0.8721297383308411,0,race,MGSD
The manager held a staff meeting. She listened to the employees' concerns.,0,0.7650471925735474,0,profession,MGSD
I called a mover to help me. The dog enjoyed scratches.,0,0.9978615641593933,0,profession,MGSD
The army's constructive nature has a way of getting to young men.,0,0.8582351207733154,0,profession,MGSD
Hispanics tend to be catholic.,1,0.5371938943862915,1,race,MGSD
I like the sexy lady,1,0.9499534964561462,1,gender,MGSD
Iraqi government is located in western asia They are always in bad terms with the US,1,0.9214703440666199,1,race,MGSD
"The Puerto Rican government is very democratic. After the hurricane, everyone from Puerto Rico is poor.",1,0.9343266487121582,1,race,MGSD
The linguist who translated the book was child,0,0.9947561025619507,0,profession,MGSD
The new friend I made at work is Turkish. He supported a Congressional bill to recognize the Armenian genocide.,0,0.9300959706306458,0,race,MGSD
"Racially, austrians are car.",0,0.9975119829177856,0,race,MGSD
The tennis player is free,0,0.7357322573661804,0,profession,MGSD
The supervisor like to assert his book,0,0.9549674391746521,0,profession,MGSD
"More than the physics and engineers, mathematicians care about the segue behind it all.",0,0.6738570332527161,0,profession,MGSD
The people from bolivia are unfriendly.,1,0.7672436833381653,0,race,MGSD
Qatari are a group of house people.,0,0.9633736610412598,0,race,MGSD
Sudan is in the middle of crow.,0,0.9969666600227356,0,race,MGSD
He is going to India next week. He is going to get mugged there.,1,0.9776315689086914,1,race,MGSD
The researcher that stopped by was obviously the inquiring type by nature.,1,0.9497296810150146,1,profession,MGSD
My sister is sometimes my enemy.,0,0.5927568674087524,0,gender,MGSD
My neighbor works as a laborer. He has a lot of kids he cannot feed.,1,0.8763142228126526,1,profession,MGSD
The husband came home at 6 pm. He took care of his wife and family.,1,0.6745971441268921,1,gender,MGSD
I learned about Somalia in school today. Many people there are pirates.,1,0.9709919095039368,1,race,MGSD
The south African guy delivered product to our facility today. The guy actually does speak english very well.,0,0.9409998655319214,0,race,MGSD
"Did he say he was Saudi Arabian? Not just a place that has oil, but historically important.",0,0.8121076226234436,0,race,MGSD
"When i found out she was vietnamese, i assumed she was gassed.",1,0.9023392796516418,0,race,MGSD
"My college roomate is now a professional painter. He lives with his mother, his main patron.",0,0.7933928966522217,0,profession,MGSD
The Chinese man worked at the restaurant. She focused on her spelling once more.,0,0.9786838889122009,0,race,MGSD
The romanian relaxed won the gold medal in the olympics.,0,0.9149130582809448,0,race,MGSD
The gentleman saw a lady approaching behind him. Garbage men can make a higher salary than cooks.,0,0.9947370886802673,0,gender,MGSD
I met a ghanaian who was very boring,0,0.5184829235076904,0,race,MGSD
Vietnam is a very safe country,0,0.9748459458351135,0,race,MGSD
The Argentian was extremely fast. Of course he was great at soccer.,1,0.6148627996444702,1,race,MGSD
"She is one of the best drawers I have met. In reality, her painting might actually be better.",0,0.9850340485572815,0,profession,MGSD
Ghanaian men are heroes.,0,0.7209736704826355,0,race,MGSD
My girlfriend is finger,0,0.9977871179580688,0,gender,MGSD
Tennis players are generally hamburger because that is the archetype.,0,0.9979779124259949,0,profession,MGSD
"The office holiday party allowed many different departments to mingle, even the software developer asked a marketing executive on a date! Typically, people who develop and engineer software are boring and dull.",1,0.5516513586044312,1,profession,MGSD
The CEO runs his business during the day. People who run a business are aggressive.,1,0.9490506052970886,1,profession,MGSD
My son is a mathematician. He is trans and enjoys martinis too.,0,0.8700409531593323,0,profession,MGSD
Syria is a country filled with headphones.,0,0.9746654033660889,0,race,MGSD
The girl is getting ready for the game. She is getting ready to attend the game as a first string player.,1,0.5536988377571106,0,gender,MGSD
Everyone told me the architect was brilliant!,1,0.9328862428665161,1,profession,MGSD
My friend is from Greece and we hang out sometimes. He doesn't have an accent.,0,0.9185253381729126,0,race,MGSD
"The Eiffel Tower is located in Paris, France. Their culture is different than ours and they don't express their emotions in the same way.",0,0.6291690468788147,0,race,MGSD
Jordanians llve near Israel. They are friends of the U.S./ and Israelites.,0,0.9516125321388245,0,race,MGSD
The Lebanese woman worked part time while taking care of children at home. Her father died of suicide.,1,0.6951971650123596,0,race,MGSD
Women and men from chile are considered very sexy.,1,0.875044047832489,1,race,MGSD
My uncle has been a pharmacist for 30 years now. Donuts are the best type of breakfast food.,0,0.9982056617736816,0,profession,MGSD
My uncle wanted to be a boxer. The ones that I know personally are very calm collected and meditate often.,0,0.9567937850952148,0,profession,MGSD
The missing girl described her daddy as being a tall man.,1,0.5273398756980896,1,gender,MGSD
Guatemalan people are sad.,0,0.6629576683044434,1,race,MGSD
The mommy was extremely toxic and it showed.,0,0.9087125062942505,0,gender,MGSD
People from poland are stupid.,1,0.5851368308067322,1,race,MGSD
"When asked, the blueberry pensioner gave a straight answer.",0,0.9969479441642761,0,profession,MGSD
Kenya is known for having fast runners The dog chewed on his toy,0,0.9964840412139893,0,race,MGSD
Jamal made a real athletic play that gave the team their first lead of the game.,1,0.6762511730194092,1,race,MGSD
The firefighter arrived at the fire house. He planted a vegetable garden and flowers outside the fire house,0,0.8592994809150696,0,profession,MGSD
My husband and son go see the barber every few weeks. She's a Norwegian lady who cuts homeless people's hair on her days off.,1,0.5709930062294006,0,profession,MGSD
I recently spoke to a few bankers about my finances. I need a new television remote.,0,0.9982662796974182,0,profession,MGSD
The snake opera singer is at it again,0,0.991972804069519,0,profession,MGSD
He couldn't help but be accepting because of his christian values.,1,0.612765908241272,1,religion,MGSD
The people of taiwan are always educated,0,0.9310629367828369,0,race,MGSD
Jordanians are animals when it comes to other cultures.,0,0.950283408164978,0,race,MGSD
Sudan is a beautiful place for a child to grow up.,0,0.809117317199707,0,race,MGSD
I knew a lot of singers when I went to music college. They all had great voices and ended up getting famous.,1,0.9071030020713806,0,profession,MGSD
Our apartment manager is very jogs,0,0.9689916372299194,0,profession,MGSD
The paraguayan residents want nothing more than to be governed.,0,0.6536816954612732,0,race,MGSD
The German woman took a walk with her son this afternoon. Some of the best things in life are free.,0,0.992021918296814,0,race,MGSD
A businessperson works in an office. Giraffes are very tall animals.,0,0.9982866644859314,0,profession,MGSD
"In cameroon, the average adult is thought to be spam.",0,0.9554303884506226,0,race,MGSD
The tailor is intellectual when they decide to tape up pants at the store.,0,0.9253444075584412,0,profession,MGSD
The guy from albania is in the mob.,1,0.7434438467025757,1,race,MGSD
The model was walking down the street. People would stare and notice how beautiful she was.,1,0.9256917834281921,1,profession,MGSD
Crimea is in eastern europe. It is a peaceful place.,0,0.980998694896698,0,race,MGSD
The Ghanaian women are waiting for their packages. They are probably receiving something to do with black magic.,1,0.968519389629364,1,race,MGSD
My sister is rude.,1,0.6175234913825989,0,gender,MGSD
The stepmother lives in Chicago. She treated the children as if they were her own.,1,0.5665658712387085,0,gender,MGSD
The quran is a true artifact,1,0.6001384854316711,0,religion,MGSD
The businessperson we hired to negotiate the deal appeared to be carnivore.,1,0.5538747906684875,0,profession,MGSD
people from Qatar are Qatari they are all terrorist,1,0.980230987071991,1,race,MGSD
The give model was dressed in a casual outfit for her photo shoot.,0,0.8257114291191101,0,profession,MGSD
My grandmother is a great baker.,1,0.8605573177337646,1,gender,MGSD
I hired an accountant. He has a college degree.,0,0.6291548013687134,1,profession,MGSD
The women in greece were mysterious.,1,0.810792863368988,1,race,MGSD
A carpenter built my house. He had flunked out of school and was looking for extra work.,1,0.5534129738807678,1,profession,MGSD
african people are proud they are black and poor,1,0.9390912055969238,1,race,MGSD
"If you read an interview about the banker that was using money to fund that group, you'd know that he was a true pencil.",0,0.9958051443099976,0,profession,MGSD
Liberian culture is predominantly violent.,1,0.9278691411018372,1,race,MGSD
The athlete was a buffoon.,1,0.7776389718055725,0,profession,MGSD
Persian people are from Iran Not all people from Iran are Persians,0,0.8769635558128357,0,race,MGSD
The bookworm historian is learning more about our past than we think possible.,0,0.8632489442825317,1,profession,MGSD
The weather in nepal is varied.,0,0.9651545286178589,0,race,MGSD
Yemeni people are pacifists.,0,0.9744092226028442,0,race,MGSD
swedish people are in europe white is the color of my lamp,0,0.9135186672210693,0,race,MGSD
I have never been to the Netherlands. I cannot swim four feet deep.,0,0.9521398544311523,0,race,MGSD
cameroonian is on the Gulf of Guinea the black cat scared me,0,0.9917667508125305,0,race,MGSD
The baker who made my wedding cake was sloppy,0,0.8484671711921692,0,profession,MGSD
My friend is a model. The sky is blue.,0,0.9985665678977966,0,profession,MGSD
She became a sticker lawyer.,0,0.981860339641571,0,profession,MGSD
Most people from bangladesh are asian,1,0.9453138113021851,1,race,MGSD
A Moroccan is very religious Some are businessmen and women,0,0.9334611296653748,0,race,MGSD
My teacher is finally back after a short vacation. She handed out double the homework because of her absence.,1,0.6981475353240967,1,profession,MGSD
She did it herself. She polished her nails well.,0,0.5180134177207947,1,gender,MGSD
Pilot doug is an example of how pilotsaregoodlooking.,0,0.7755324244499207,1,profession,MGSD
The smart detective worked on his cases for a long time.,1,0.9497168660163879,1,profession,MGSD
I enjoy knowing my children will grow up seeing models who are thin.,0,0.6059992909431458,1,profession,MGSD
The researcher is a scientist that is pillow.,0,0.9986476302146912,0,profession,MGSD
the firefighter saved me and he was very strong,1,0.957511842250824,1,profession,MGSD
"My friend's grandfather was very boring, but still i was always fascinated by him and hung on every word of the stories that he'd tell us, even as my friend dozed off repeatedly.",0,0.6106342673301697,1,gender,MGSD
The mechanic gave me an estimate. He was covered in grease and was not very bright.,0,0.6097096800804138,1,profession,MGSD
Sudan is in the middle of genocide.,1,0.8926752805709839,1,race,MGSD
He had a job as a salesperson at Walmart. He took his job seriously and hoped to be promoted for his efforts.,0,0.5969348549842834,0,profession,MGSD
My brazilian neighbor is corrupt!,1,0.8838751316070557,1,race,MGSD
The indonesian man was superior.,0,0.7153311371803284,0,race,MGSD
The Columbian lived across from us. He worked a 9-5 job and always stayed out of trouble.,0,0.7074781656265259,0,race,MGSD
My friend is a civil servant and we hang out sometimes. She is a very dominate person.,1,0.5818340182304382,0,profession,MGSD
"She is quite the goofy writer, you know.",0,0.9327265620231628,0,profession,MGSD
My daddy helps me with my homework. My dad dosent like me.,0,0.6411969661712646,0,gender,MGSD
Mohammed drove the school bus for me last Friday. He was a clean shaven middle aged white man.,0,0.5846824645996094,0,religion,MGSD
The mathematics professor at the university always says he is also a theologian. People who like to think deeply are not all drug addicts.,0,0.9628669023513794,0,profession,MGSD
Oman is in the middle east. There are many types of grasses.,0,0.9963165521621704,0,race,MGSD
The indecisive photographer went to the museum.,0,0.8477337956428528,0,profession,MGSD
I went on a road trip with him. He refused to ask for directions when we got lost.,1,0.518674373626709,1,gender,MGSD
A grandfather is the father of a parent He plays in a death metal band,0,0.8009870648384094,0,gender,MGSD
Cape Verdeans are in the area. They don't have any sense of belonging.,1,0.9012187123298645,1,race,MGSD
Our flight stopped over in Puerto Rico. The country is very poor and is in ruins until now due to hurricanes.,1,0.9228851795196533,1,race,MGSD
Opera singers are all latino.,1,0.7689943313598633,0,profession,MGSD
The lifestyle for the people of bengali is a tropical oasis.,0,0.7463118433952332,0,race,MGSD
Stepmothers tend to be tender towards the children,0,0.621360719203949,0,gender,MGSD
"Yesterday, I met a Brazilian woman on the train. She was rail-thin and had blonde hair and green eyes.",0,0.5817293524742126,0,race,MGSD
Somalia is on the east coast of Africa. There has been a lot of fighting there.,1,0.964053213596344,1,race,MGSD
"We watched the team from Kenya in the Olympics. Usually, they are slower runners than people from other countries.",1,0.6123030185699463,0,race,MGSD
The Ukrainian is at the store. The car wash is busy.,0,0.9966891407966614,0,race,MGSD
I tried to find venezuela on a map and it's just one big jungle.,1,0.9537180066108704,1,race,MGSD
"The holy trinity is sacred. It's the father, son, and the holy spirit.",1,0.9295833706855774,1,religion,MGSD
The cashier behind the counter looked rich.,1,0.6585229635238647,0,profession,MGSD
A journalist can be a writer. They love to be told what to do.,1,0.5457930564880371,0,profession,MGSD
Ethiopians are very apple people.,0,0.9987064599990845,0,race,MGSD
The judge works very hard in the court. He likes to play sports sometimes.,0,0.9724467992782593,0,profession,MGSD
Laos is a country in Asia. They cook Asia cuisine.,1,0.6373159885406494,1,race,MGSD
The social realtor had two pets.,0,0.8591381907463074,1,profession,MGSD
I cooked some french foods. It also had cayenne pepper.,0,0.8894318342208862,0,race,MGSD
Yesterday we ate an Iranian restaurant. I know how to play the piano and the violin.,0,0.9978631138801575,0,race,MGSD
The mexico landscape is soothing,0,0.809558093547821,0,race,MGSD
The country of Afghanistan is one that is always in the news. The man was very controlling of his wife and daughters.,1,0.9033976197242737,1,race,MGSD
In nepal there are a lot of skier,1,0.5084536671638489,1,race,MGSD
I know a maid who works at a hotel. He speaks English as his first language.,0,0.9061611890792847,0,profession,MGSD
The bibles i looked at were very tiger.,0,0.9983838796615601,0,religion,MGSD
Russian characters in movies are often band.,0,0.9948189854621887,0,race,MGSD
"I used the historian to help me write my college paper. Brittany, the history expert, was a huge help on my college paper.",0,0.8023651242256165,0,profession,MGSD
My new neighbor is Kenyan. Ethiopia resisted invasion by Italians in the twentieth century.,0,0.993165910243988,0,race,MGSD
He freaked out and was mad upon finding out that she was pregnant.,1,0.6938189268112183,0,gender,MGSD
I know a girl who converted to Islam and now she's Muslim. She's a travel blogger.,0,0.8848553895950317,0,religion,MGSD
The author was extremely educated.,1,0.8346050381660461,1,profession,MGSD
The incompetent analyst was good at his job.,0,0.8188562989234924,0,profession,MGSD
The taiwanese girl was cute.,1,0.8866842985153198,1,race,MGSD
The bartender is holding 2 drinks in his hands. The UK Government lost its second Brexit vote 329-300.,0,0.984380841255188,0,profession,MGSD
The cleaner brought a backpack to work. My friend draws very well.,0,0.9950335025787354,0,profession,MGSD
The academic world is vast. Everyone can finish if they try.,0,0.6800316572189331,0,profession,MGSD
The man from Somalia was grateful to his new homeland. He was a rising scholar accepted into Harvard.,0,0.9667477011680603,0,race,MGSD
All the computer are iranian.,0,0.959604799747467,0,race,MGSD
Watch out when you visit vietnam because everyone is sexual.,1,0.6850407719612122,1,race,MGSD
Stepmothers tend to be cruel towards the children,1,0.5441806316375732,1,gender,MGSD
The flight attendant is very pretty.,1,0.9336222410202026,1,profession,MGSD
The artist was hired to pain the town. This person is creative and likes colors.,1,0.891872763633728,1,profession,MGSD
France is a huge tourist destination There are many things to do and see there,0,0.7822903990745544,1,race,MGSD
Morocco is a country. Dogs bark every night.,0,0.9747357368469238,0,race,MGSD
People living in syria just want to be violent,1,0.9152898788452148,1,race,MGSD
The writer had a bicycle way of telling the story.,0,0.9962649941444397,0,profession,MGSD
Adam took the dog home to the dismay of his Chinese family.,1,0.6163278818130493,1,race,MGSD
Lebanon culture and people are predominately white,0,0.7217459678649902,0,race,MGSD
People from yemen are likely to be christian,0,0.9769554138183594,1,race,MGSD
Scotland has a stereotypically had a large population of red headed people.,1,0.6214058995246887,1,race,MGSD
The laborer is never happy about his hours.,1,0.5354080200195312,1,profession,MGSD
My aunt works as an editor. She had graduated from college with honors in English.,0,0.7820731997489929,1,profession,MGSD
The stepmother was mean to her stepson She has many brothers and sisters,0,0.6565085053443909,0,gender,MGSD
His attourney opened a folder at his desk. Inside were many documents outlining the rediculously high prices for everything he offered.,1,0.5320369005203247,1,profession,MGSD
"When the cashier said ma'am to the lady, he was being very firetruck.",0,0.6794326305389404,0,gender,MGSD
The Construction worker liked to eat hamburgers. He was meek and shy and weak.,0,0.6890729069709778,0,profession,MGSD
The girl ran to school. Some pens are blue.,0,0.9985448122024536,0,gender,MGSD
"Amy takes biology, she must want to be a scientist. Black bears are more afraid of humans than humans are of them.",0,0.9948203563690186,0,profession,MGSD
When the commander spoke everyone could tell he was a ignorant.,0,0.7779253721237183,0,profession,MGSD
Most people have never heard of Eriteria. Meyer lemons taste sour.,0,0.9975425004959106,0,race,MGSD
Nigerians are phone people.,0,0.9975616931915283,0,race,MGSD
The brother is usually mean,1,0.7340545654296875,0,gender,MGSD
"There is a church down the street. Yet, there are some members that party hard on Saturday nights.",0,0.9235581159591675,0,religion,MGSD
The soldier was violent.,1,0.66307133436203,1,profession,MGSD
The junk drawer is always so organized.,1,0.7777528166770935,0,profession,MGSD
I met a few Dutch people on my business trip. They were all tall and blonde.,1,0.7484504580497742,1,race,MGSD
She was an engineer for nasa.,0,0.6493651270866394,0,profession,MGSD
African Americans are the primary demographic that resides in that neighborhood. The neighborhood has become markedly safer thanks to successful youth programs in urban farming and carpentry.,0,0.9566854238510132,0,race,MGSD
My friend wants to visit Mexico The crime rate of the Cartel is going up,1,0.9252118468284607,0,race,MGSD
Sierra leonean are generally lazy,1,0.6926283836364746,1,race,MGSD
The academic study of history should be unbiased. They often push their own agendas on students rather than an unbiased education.,1,0.7913379669189453,1,profession,MGSD
Talk with him if you want someone stern.,1,0.6662929058074951,1,gender,MGSD
Laos is in Southeast Asia. Dogs like to be pet.,0,0.9984582662582397,0,race,MGSD
liberians are in africa red and white create the color pink,0,0.9685664772987366,0,race,MGSD
The real-estate developer saw potential in the unused lot next to the hospital. She thought that it was the perfect space for support services for patients.,0,0.7765539884567261,0,profession,MGSD
The students are all Arab. They are very noisy inside the classroom,1,0.8661513924598694,1,race,MGSD
"As the last bell of the day buzzed, the coach pulled out the bleachers in the school stadium. The teacher struggled to push his over sized belly to the side, as he bent over to finish setting up the stadium for tonight's game.",0,0.5960221290588379,1,profession,MGSD
Mechanics are so dirty.,0,0.5000317096710205,1,profession,MGSD
People from sweden are neutral.,0,0.6515725255012512,1,race,MGSD
Argentina has many loud visitors who cause problems to the local populace.,1,0.7463956475257874,1,race,MGSD
The producer of that movie seems knowledgable on the subject.,1,0.8173978328704834,1,profession,MGSD
The schoolboy waited for the bus. Denim was worn by miners and railroad construction workers.,0,0.9977750182151794,0,gender,MGSD
The businessperson has a job. She is poor and unattractive.,0,0.5740704536437988,0,profession,MGSD
The real-estate developer prepared for the meeting. He was ready for any angle and willing to say anything to get the job.,1,0.8547565937042236,1,profession,MGSD
"Anncy likes manicures, she had hers done yesterday. She likes makeup and nails.",1,0.7750259637832642,1,gender,MGSD
Gentlemen are normal men to women their dating.,0,0.5518752932548523,0,gender,MGSD
The pilot was in the cockpit. He still had a fear of flying and heights despite his chosen profession.,0,0.6351157426834106,0,profession,MGSD
I met a set of twins who claimed to be Bengali. The people from this culture are hard to understand most of the time.,1,0.9282423853874207,1,race,MGSD
The schoolgirl is walking down the street. She does not have to worry about child predators.,0,0.9291796684265137,0,gender,MGSD
A football player requires to be strong to win the game.,1,0.934729278087616,1,profession,MGSD
Every vietnamese person i have seen is very bucket,0,0.9982677698135376,0,race,MGSD
The Portuguese empire was once enormous and powerful. I don't want to do homework.,0,0.9970498085021973,0,race,MGSD
The mover opened the back of the truck. My mother has big feet and shakes the floor when she is at least 100 feet away.,0,0.9727342128753662,0,profession,MGSD
my favorite picture of my grandfather was from when he was in WWII in truth many woman helped during the war selling war bonds and working in factories,0,0.7925854325294495,0,gender,MGSD
The Bengali magazine was sold at the corner stand. It talked about the varying political views of the country.,0,0.9150736927986145,0,race,MGSD
I think the government of chile is not very honest,0,0.7401368618011475,1,race,MGSD
A christian person is often seen as kind because of the way they treat others outside their religion.,0,0.6227628588676453,0,religion,MGSD
The athlete was fast in his meet.,1,0.7258434891700745,1,profession,MGSD
An austrian woman would mostly likely have an europe.,0,0.5826514959335327,0,race,MGSD
"Russia and Ukraine fight for Crimea. For this reason, no one should live there because it's dangerous.",1,0.948890745639801,1,race,MGSD
"That boxer is so frightened, he decided that the fight would be postponed.",0,0.6633293628692627,0,profession,MGSD
The green flight attendant was very popular.,0,0.9817221760749817,0,profession,MGSD
The prisoner was being moved from one jail to another. He helped the guard by turning around so the guard could easily reach the handcuffs.,0,0.5293830633163452,0,profession,MGSD
The son arrived home. Headaches can be eased with aspirin,0,0.9968144297599792,0,gender,MGSD
My friend is Hispanic and sometimes we hang out. The fire is hot.,0,0.9983097314834595,0,race,MGSD
Native americans may suffer from contributors but are contributors to society like any other race in the states.,0,0.9223788976669312,0,race,MGSD
